gender,country,city,age,brand,department,category,target
M,China,Dongguan,53.0,Allegra K,Men,Sweaters,0
M,China,Hohhot,31.0,Hot Topic;Power Trip;Dockers;French Toast;Dockers;Cover Male;Paul Fredrick,Men;Men;Men;Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Outerwear & Coats;Sweaters;Pants;Accessories;Underwear;Sweaters,0
M,Japan,Tokyo,52.0,Shirt.Woot;Ivory Falcon;Hurley;SmartWool;Wigwam,Men;Men;Men;Men;Men,Tops & Tees;Accessories;Shorts;Active;Socks,0
F,China,Baoding,39.0,Motherhood Maternity;Tahari;Lucky Brand;Profile;Motherhood Maternity,Women;Women;Women;Women;Women,Maternity;Suits;Jeans;Swim;Maternity,0
M,United States,Houston,29.0,Ralph Lauren,Men,Tops & Tees,0
M,Belgium,Nassogne,57.0,Diesel;Tommy Hilfiger;Joseph Abboud;Scotch & Soda;Tru-Spec;Paul Fredrick,Men;Men;Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees;Suits & Sport Coats;Jeans;Pants;Suits & Sport Coats,0
F,Spain,Barcelona,62.0,BCBGeneration;Foot Traffic;Fullness;Lee,Women;Women;Women;Women,Tops & Tees;Plus;Intimates;Jeans,1
M,United States,Santa Clara,31.0,Kenneth Cole;SockGuy;Tommy Hilfiger;Isotoner,Men;Men;Men;Men,Outerwear & Coats;Socks;Suits & Sport Coats;Accessories,0
F,China,Dongguan,34.0,Pendleton;Morris Costumes,Women;Women,Pants & Capris;Intimates,0
F,United States,Oxnard,44.0,Living Dead Souls;Pendleton,Women;Women,Skirts;Skirts,0
F,United Kingdom,Edinburgh,29.0,Bundle Monster,Women,Plus,0
F,Brasil,Mineiros,17.0,Ice,Women,Suits,0
M,United States,Nanuet,30.0,O'Neill,Men,Swim,0
F,Australia,Port Davis,21.0,Roxy,Women,Swim,0
F,China,Shanghai,56.0,Allegra K,Women,Sweaters,0
M,United Kingdom,London,16.0,Pistol Pete,Men,Swim,0
M,United States,Lawrenceville,51.0,The Little Alpaca's House;Calvin Klein Jeans;Nautica,Men;Men;Men,Sweaters;Shorts;Shorts,0
M,Brasil,Ipojuca,19.0,Savane;NA;Savane,Men;Men;Men,Pants;Jeans;Pants,0
F,China,Zhengzhou,33.0,Coal;McGinn,Women;Women,Plus;Blazers & Jackets,0
M,China,Suzhou,30.0,Emporio Armani;Harley-Davidson;RVCA;Columbia;Hanes,Men;Men;Men;Men;Men,Underwear;Fashion Hoodies & Sweatshirts;Sweaters;Outerwear & Coats;Sleep & Lounge,1
F,China,Haikou,42.0,Scala;Parker;Hanes,Women;Women;Women,Accessories;Dresses;Socks & Hosiery,0
M,United States,Chula Vista,65.0,Tri-Mountain,Men,Outerwear & Coats,0
F,Brasil,Morrinhos,28.0,Alfred Dunner;laundry by SHELLI SEGAL,Women;Women,Jeans;Swim,0
M,United Kingdom,London,39.0,Naturally by Derek Rose;Allegra K;Gold Toe,Men;Men;Men,Sleep & Lounge;Suits & Sport Coats;Socks,1
F,China,Zhengzhou,12.0,bebe;TVTimeDirect,Women;Women,Leggings;Intimates,1
M,France,Paris,62.0,Match,Men,Shorts,0
M,China,Suihua,46.0,C-IN2;J.C. Rags;SockGuy,Men;Men;Men,Underwear;Shorts;Socks,1
F,United States,San Bernardino,47.0,Belly Bandit,Women,Maternity,0
M,Brasil,Contagem,35.0,Port Authority,Men,Outerwear & Coats,0
F,United States,Greensboro,27.0,Lynn Ritchie;Funfash;Evan Picone;Calvin Klein,Women;Women;Women;Women,Sweaters;Dresses;Suits;Intimates,0
F,China,Baotou,63.0,US Fairytailes;Horny Toad;Nine West,Women;Women;Women,Dresses;Skirts;Suits,0
F,Germany,Wiesbaden,18.0,Juicy Couture;A Pea in the Pod,Women;Women,Fashion Hoodies & Sweatshirts;Maternity,0
M,South Korea,Uijeongbuxi,33.0,Allegra K,Men,Suits & Sport Coats,0
F,United States,Owensboro,29.0,Carhartt;Anue;Casual Moments,Women;Women;Women,Plus;Pants & Capris;Sleep & Lounge,1
F,China,Harbin,53.0,Hanro,Women,Sleep & Lounge,0
F,United Kingdom,Kirkintilloch,12.0,D&G Dolce & Gabbana,Women,Plus,1
M,China,Handan,16.0,Speedo,Men,Swim,0
F,China,Nanjing,15.0,Silver Jeans;Kenneth Cole,Women;Women,Jeans;Outerwear & Coats,0
F,Brasil,Russas,48.0,Jones New York,Women,Shorts,0
M,China,Hengyang,18.0,Tru-Spec;Port Authority,Men;Men,Pants;Suits & Sport Coats,0
M,China,Hangzhou,16.0,O'Neill,Men,Swim,0
F,United States,New York,35.0,Alfred Dunner,Women,Pants & Capris,0
F,China,Dongguan,21.0,Kiyonna;Hanes,Women;Women,Dresses;Active,0
F,France,Menton,58.0,Halston Heritage;Allegra K,Women;Women,Dresses;Maternity,1
M,China,Xingtai,50.0,District,Men,Accessories,0
F,China,Dongguan,19.0,Touchpoint;White Orchid,Women;Women,Accessories;Sleep & Lounge,0
M,Brasil,Medicilândia,19.0,Tommy Bahama,Men,Swim,0
M,China,Wuhan,28.0,Dickies,Men,Shorts,0
M,China,Chongqing,36.0,Paul Fredrick;Tru-Spec;Pearl iZUMi;Body Glove,Men;Men;Men;Men,Suits & Sport Coats;Shorts;Active;Swim,0
F,United Kingdom,Finchampstead,59.0,Calvin Klein;Mountain Hardwear,Women;Women,Intimates;Outerwear & Coats,0
M,Germany,Bielefeld,43.0,Canyon Ridge,Men,Fashion Hoodies & Sweatshirts,0
M,Australia,Cootamundra,24.0,G-Star;Robert Graham;2(x)ist;Nike,Men;Men;Men;Men,Tops & Tees;Socks;Underwear;Active,0
M,China,Hohhot,59.0,Dockers;Haggar,Men;Men,Sweaters;Pants,0
F,China,Beijing,56.0,Allegra K,Women,Maternity,0
M,Japan,Tokyo,17.0,DC,Men,Tops & Tees,0
M,Brasil,Santa Luzia,16.0,Wolverine,Men,Underwear,0
F,France,Le Fenouiller,15.0,Alex Evenings;Torrid,Women;Women,Blazers & Jackets;Leggings,0
F,China,Chongqing,35.0,Icebreaker;Aquapro,Women;Women,Dresses;Accessories,0
F,Spain,Valladolid,52.0,Torrid,Women,Jeans,0
M,United Kingdom,Redcar,13.0,Quiksilver;Tommy Hilfiger;Ride,Men;Men;Men,Shorts;Sweaters;Fashion Hoodies & Sweatshirts,0
M,China,Guangzhou,19.0,Thorlo,Men,Active,1
F,China,Shenzhen,55.0,True Religion;Roxy;Suit Studio;Anita;Calvin Klein;Saved by the Bell,Women;Women;Women;Women;Women;Women,Jeans;Fashion Hoodies & Sweatshirts;Suits;Active;Dresses;Fashion Hoodies & Sweatshirts,0
F,Brasil,Ipatinga,65.0,Roxy;C-Panty;Alki'i,Women;Women;Women,Fashion Hoodies & Sweatshirts;Maternity;Dresses,1
M,South Korea,Paju City,26.0,Ed Hardy;Trukfit;Under Two Flags,Men;Men;Men,Sleep & Lounge;Sweaters;Pants,1
F,Japan,Tokyo,62.0,Big Feet Pajama Co.;Luxury Divas,Women;Women,Sleep & Lounge;Leggings,0
M,South Korea,Hwaseong City,51.0,Pendleton,Men,Sweaters,0
M,Germany,Kerpen,16.0,Under Armour;Ivory Falcon;2(x)ist;SportHill;Reyn Spooner,Men;Men;Men;Men;Men,Active;Accessories;Underwear;Pants;Swim,0
F,Spain,Palmones,19.0,Sutton Studio;Soft Touch Linen;Ecoscapes;Tri-Mountain,Women;Women;Women;Women,Blazers & Jackets;Sleep & Lounge;Maternity;Sweaters,0
F,China,Wenzhou,21.0,Ray-Ban Junior;LOTUSTRADERS;180s;Bali;2b by bebe,Women;Women;Women;Women;Women,Plus;Pants & Capris;Accessories;Intimates;Jeans,1
M,Australia,Melbourne,28.0,Edwards Garment;Ray-Ban;Chaps,Men;Men;Men,Sweaters;Accessories;Sweaters,0
F,Brasil,Grajaú,12.0,True Religion;GUESS;Vanity Fair,Women;Women;Women,Jeans;Skirts;Intimates,0
F,Japan,Tokyo,48.0,FineBrandShop,Women,Leggings,1
F,China,Beijing,14.0,Ray-Ban;Bella;PAIGE,Women;Women;Women,Accessories;Fashion Hoodies & Sweatshirts;Maternity,0
M,China,Changsha,64.0,G by GUESS;Mountain Khakis;Armada;Elwood;Calvin Klein Jeans,Men;Men;Men;Men;Men,Suits & Sport Coats;Active;Fashion Hoodies & Sweatshirts;Jeans;Jeans,0
M,China,Tianjin,37.0,The Savile Row Company,Men,Outerwear & Coats,0
F,United States,Raleigh,12.0,Rock Revival,Women,Jeans,0
M,France,Hanvec,43.0,Baskit,Men,Underwear,0
M,China,Shanghai,35.0,Faconnable,Men,Outerwear & Coats,0
M,United States,Lexington,68.0,Hanes,Men,Tops & Tees,0
M,Brasil,Salvador,67.0,Ben Sherman;HUGO BOSS,Men;Men,Shorts;Tops & Tees,0
M,Japan,Higashimurayama City,57.0,French Connection,Men,Tops & Tees,0
F,China,Guiyang,29.0,Swim 365;SEX NIGHT,Women;Women,Swim;Intimates,0
M,Brasil,Surubim,36.0,Shephe,Men,Sweaters,0
M,Brasil,Nova Andradina,30.0,HUGO BOSS;Ray-Ban;Jockey,Men;Men;Men,Sleep & Lounge;Accessories;Underwear,0
F,Brasil,Cristalina,50.0,Port Authority;Democracy;Dearfoams;Activewear Apparel,Women;Women;Women;Women,Outerwear & Coats;Sweaters;Sleep & Lounge;Fashion Hoodies & Sweatshirts,0
M,Brasil,Torres,45.0,Stance;Daniel Buchler,Men;Men,Socks;Sleep & Lounge,0
F,Brasil,Serrinha,20.0,Xfy,Women,Sweaters,0
F,Japan,Tokyo,53.0,Dickies Girl,Women,Pants & Capris,0
M,United Kingdom,Sheffield,63.0,Devon & Jones;Orvis;District,Men;Men;Men,Outerwear & Coats;Pants;Accessories,0
M,China,Jiaxing,46.0,Independent;Intymen,Men;Men,Fashion Hoodies & Sweatshirts;Underwear,0
F,United States,San Diego,30.0,Alki'i;Calvin Klein,Women;Women,Accessories;Intimates,0
M,United States,Pawtucket,62.0,Gary Majdell Sport,Men,Swim,1
M,China,Guangzhou,32.0,Harley-Davidson;Moon Shine Attitude Attire;Kenneth Cole REACTION;Levi's;Original Penguin;Emporio Armani;Clever;Orvis;Dockers,Men;Men;Men;Men;Men;Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Fashion Hoodies & Sweatshirts;Sweaters;Outerwear & Coats;Tops & Tees;Underwear;Underwear;Sweaters;Pants,0
M,China,Ordos,29.0,Sons Of Anarchy;Fun Boxers,Men;Men,Tops & Tees;Sleep & Lounge,0
M,China,Shan Tou,36.0,Caterpillar;Key Industries,Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees,0
F,United States,West Haven,58.0,Scarfand;Allegra K,Women;Women,Accessories;Dresses,0
M,Brasil,null,31.0,Cubavera;GUESS,Men;Men,Shorts;Jeans,0
F,France,Rioz,68.0,Heavenly Shapewear;Minus33 Merino Wool,Women;Women,Intimates;Active,0
F,China,Shenzhen,60.0,Calvin Klein;Patty,Women;Women,Tops & Tees;Outerwear & Coats,0
F,United States,null,70.0,O'Neill;Metal Mulisha,Women;Women,Shorts;Fashion Hoodies & Sweatshirts,0
M,China,Taian,67.0,Sock It To Me,Men,Socks,0
F,Brasil,Curitiba,31.0,Sweet Mommy;Le Suit;Southpole;Horny Toad,Women;Women;Women;Women,Maternity;Suits;Fashion Hoodies & Sweatshirts;Active,1
F,Spain,Rivas-Vaciamadrid,59.0,Not Your Daughter's Jeans;Tahari,Women;Women,Plus;Suits,0
F,France,Fouesnant,14.0,Betsey Johnson,Women,Intimates,0
M,United States,Las Vegas,33.0,Headchange,Men,Accessories,0
F,South Korea,Gwangju City,19.0,Kiyonna,Women,Dresses,0
F,United States,Guilford,48.0,Greatlookz;ComfortWear,Women;Women,Accessories;Intimates,0
M,South Korea,Gwangju City,14.0,A:X Armani Exchange;Skedouche,Men;Men,Suits & Sport Coats;Sweaters,0
F,China,Fuzhou,49.0,Comfort Choice;VIVILLI;Levi's;Anna-Kaci,Women;Women;Women;Women,Intimates;Intimates;Jeans;Intimates,0
M,France,Colomiers,12.0,Landisun;7 For All Mankind,Men;Men,Suits & Sport Coats;Jeans,1
F,Brasil,Macaíba,65.0,Allegra K;Anne Klein,Women;Women,Pants & Capris;Skirts,0
M,China,Shan Tou,44.0,Carhartt,Men,Outerwear & Coats,0
M,Spain,Zaragoza,50.0,Tommy Hilfiger,Men,Accessories,0
F,China,Foshan,41.0,Fullness;Oakley,Women;Women,Intimates;Accessories,0
M,United States,Tigard,19.0,7 For All Mankind;True Religion;American Essentials,Men;Men;Men,Jeans;Tops & Tees;Sleep & Lounge,0
M,Germany,Halle (Westfalen),46.0,Rock Revival,Men,Jeans,0
M,United States,Prescott Valley,57.0,HoodieBuddie,Men,Fashion Hoodies & Sweatshirts,0
F,United States,Charleston,14.0,Carhartt,Women,Socks & Hosiery,1
M,United Kingdom,Londonderry,52.0,Chestnut Hill;Majestic International;Guide Gear;Rock Revival,Men;Men;Men;Men,Tops & Tees;Sleep & Lounge;Jeans;Jeans,0
M,China,Lan'Zhou,42.0,Bottoms Out;Fruit of the Loom,Men;Men,Sleep & Lounge;Socks,0
F,Brasil,Cristalina,42.0,Not Your Daughter's Jeans;Bali;Ice,Women;Women;Women,Jeans;Intimates;Suits,0
M,China,Shaoyang,33.0,IZOD;Levi's;Imaginary Foundation,Men;Men;Men,Sweaters;Jeans;Fashion Hoodies & Sweatshirts,0
M,Brasil,São Cristóvão,18.0,U.S. Polo Assn.,Men,Tops & Tees,0
M,Germany,Krefeld,37.0,Modus Vivendi;Tommy Bahama;HUF,Men;Men;Men,Underwear;Sleep & Lounge;Socks,0
M,Brasil,Garanhuns,55.0,The Pajamagram Company,Men,Sleep & Lounge,0
M,United States,Stafford,57.0,KNOTHE CORP.;Geoffrey Beene,Men;Men,Sleep & Lounge;Shorts,1
M,France,Pau,29.0,Propper,Men,Shorts,0
F,United Kingdom,Worthing,56.0,Allegra K;Up2date Fashion;Billabong,Women;Women;Women,Pants & Capris;Sleep & Lounge;Fashion Hoodies & Sweatshirts,1
F,China,Shenzhen,38.0,TrendsBlue,Women,Accessories,0
M,Brasil,Campo Formoso,33.0,True Religion;Allegra K,Men;Men,Jeans;Pants,0
F,United Kingdom,London,24.0,Moving Comfort;Central Park,Women;Women,Active;Pants & Capris,0
F,China,Zhoukou,31.0,Marina West,Women,Swim,0
M,China,Yichang,65.0,Arena,Men,Swim,1
M,France,Gaillard,68.0,Speedo,Men,Active,0
F,China,Dongguan,46.0,Betsey Johnson,Women,Intimates,0
M,Australia,Copperhannia,31.0,Key Industries;Florsheim,Men;Men,Jeans;Socks,0
F,South Korea,Seoul,31.0,Hot from Hollywood;Moving Comfort;Capezio;Wallflower;Columbia;Bella,Women;Women;Women;Women;Women;Women,Dresses;Pants & Capris;Active;Jeans;Plus;Tops & Tees,0
F,China,Yiyang,34.0,b.tempt'd by Wacoal;Calvin Klein;Outdoor Research;Not Your Daughter's Jeans;Allegra K,Women;Women;Women;Women;Women,Intimates;Sleep & Lounge;Accessories;Jeans;Blazers & Jackets,0
F,South Korea,Seoul,61.0,Icebreaker;NEFF;Tokidoki;Port Authority,Women;Women;Women;Women,Dresses;Fashion Hoodies & Sweatshirts;Fashion Hoodies & Sweatshirts;Outerwear & Coats,0
F,United States,Jackson Township,14.0,London Fog;Suncloud,Women;Women,Outerwear & Coats;Accessories,0
F,United Kingdom,Sheffield,36.0,Shirt City;ASICS,Women;Women,Tops & Tees;Active,0
M,United States,Modesto,62.0,Gem Avenue,Men,Accessories,0
M,China,Southeast Miao Dai Autonomous Prefecture,61.0,Bottoms Out,Men,Sleep & Lounge,0
M,United States,Federal Way,43.0,John Sievers;HUGO BOSS;G by GUESS,Men;Men;Men,Swim;Socks;Jeans,1
F,China,Qujing,65.0,Calvin Klein,Women,Outerwear & Coats,0
M,United States,New York,38.0,DKNY,Men,Underwear,0
F,South Korea,Seoul,23.0,Miss Sixty,Women,Dresses,0
F,China,Zhuzhou,68.0,Carnival,Women,Intimates,0
M,China,Suzhou,52.0,Paul Fredrick,Men,Suits & Sport Coats,0
F,China,Liaoyang,32.0,Democracy,Women,Pants & Capris,0
F,Brasil,Unaí,30.0,Allegra K;Kate Spade;Gemsli,Women;Women;Women,Tops & Tees;Accessories;Intimates,0
M,United States,Antioch,28.0,Elie Tahari;Volcom,Men;Men,Suits & Sport Coats;Outerwear & Coats,0
M,China,Beijing,22.0,C-IN2;Wrangler;Nautica,Men;Men;Men,Underwear;Shorts;Suits & Sport Coats,0
F,China,Wenzhou,51.0,Roxy;Motherhood Maternity;Gold Toe;Trina Turk;Jessie G.,Women;Women;Women;Women;Women,Swim;Maternity;Socks & Hosiery;Swim;Outerwear & Coats,1
F,Brasil,Hortolândia,54.0,Gypsy Rose,Women,Fashion Hoodies & Sweatshirts,0
M,United States,Kingman,12.0,Alpha Industries;2XU;Fame Fabrics;Discovery Channel;Wrangler;DC;7 Diamonds,Men;Men;Men;Men;Men;Men;Men,Outerwear & Coats;Socks;Suits & Sport Coats;Fashion Hoodies & Sweatshirts;Outerwear & Coats;Fashion Hoodies & Sweatshirts;Jeans,0
F,China,Chengdu,52.0,American Apparel;Design History,Women;Women,Dresses;Sweaters,0
M,China,Suzhou,27.0,Charles River Apparel,Men,Outerwear & Coats,0
M,United States,Suwanee,54.0,Diesel,Men,Jeans,0
M,United States,Hanford,70.0,Wolverine;Volcom;LRG,Men;Men;Men,Active;Swim;Swim,0
F,United Kingdom,Welwyn Garden City,33.0,Allegra K,Women,Fashion Hoodies & Sweatshirts,0
F,Spain,Castellón de la Plana,29.0,Juicy Couture,Women,Fashion Hoodies & Sweatshirts,1
F,United States,Corpus Christi,29.0,Bella,Women,Active,0
F,Brasil,Miguel Alves,69.0,Alex Evenings,Women,Blazers & Jackets,0
F,Brasil,Garça,20.0,Lindy Bop,Women,Dresses,0
M,China,Zhengzhou,70.0,Volcom,Men,Tops & Tees,0
M,United Kingdom,Cumbernauld,47.0,Nautica,Men,Sleep & Lounge,0
F,Brasil,Cianorte,58.0,Bali;SPY,Women;Women,Intimates;Accessories,1
M,Brasil,Capivari,22.0,Jet Lag,Men,Shorts,0
M,South Korea,Seoul,48.0,Marc New York by Andrew Marc,Men,Outerwear & Coats,0
F,United States,Thomasville,39.0,Luxury Divas;Hudson,Women;Women,Socks & Hosiery;Jeans,0
F,United States,Hollins,57.0,Not Your Daughter's Jeans,Women,Jeans,0
M,China,Zhongshan,69.0,Devon & Jones,Men,Tops & Tees,0
M,China,Shan Tou,40.0,TrendsBlue,Men,Accessories,0
F,France,Villemomble,33.0,MICHAEL Michael Kors,Women,Outerwear & Coats,0
F,China,NanNing,23.0,Laura,Women,Intimates,0
F,China,Salt,67.0,Arc'teryx,Women,Outerwear & Coats,0
F,United States,Neenah,41.0,Aeropostale,Women,Fashion Hoodies & Sweatshirts,0
M,Germany,Gotha,66.0,Champion,Men,Active,0
M,Japan,Matsudo City,59.0,Marc Ecko Cut & Sew;Nautica;Banana Republic,Men;Men;Men,Jeans;Sleep & Lounge;Sweaters,0
M,Brasil,Pouso Alegre,56.0,Quiksilver;Giorgio Cerruti;Fun Boxers;Stand Stewart,Men;Men;Men;Men,Active;Suits & Sport Coats;Sleep & Lounge;Accessories,1
M,China,Jiaozuo,45.0,Dockers,Men,Shorts,0
M,South Korea,Daejeon,41.0,Filson;O'Neill;Tasso Elba,Men;Men;Men,Socks;Swim;Sweaters,0
F,United States,Scottsdale,26.0,Kenneth Cole;Ed Garments;Allegra K;Thorlo,Women;Women;Women;Women,Sweaters;Sweaters;Dresses;Socks & Hosiery,0
M,Brasil,Iguatu,69.0,Van Heusen;Wrangler;Quiksilver;Volcom;Marmot,Men;Men;Men;Men;Men,Socks;Shorts;Shorts;Accessories;Outerwear & Coats,0
F,China,Jinhua,49.0,Coool,Women,Active,0
F,United States,Mantua,22.0,Isotoner,Women,Accessories,0
M,United States,Miami,54.0,Skedouche;Columbia;ANS,Men;Men;Men,Sweaters;Active;Pants,0
M,United States,Plano,60.0,Louis Raphael;Dockers;Pacific Legend,Men;Men;Men,Pants;Accessories;Tops & Tees,0
F,Spain,Madrid,52.0,FactoryExtreme;Panda Apparel,Women;Women,Blazers & Jackets;Sleep & Lounge,0
F,Brasil,Parobé,19.0,Anne Klein,Women,Dresses,0
F,United States,Spanish Springs,50.0,Berkshire;Black Market-Lowbrow,Women;Women,Socks & Hosiery;Fashion Hoodies & Sweatshirts,0
M,China,Jiangmen,53.0,Scotch & Soda;IZOD;Haggar,Men;Men;Men,Suits & Sport Coats;Shorts;Pants,0
M,Brasil,Barcarena,64.0,Ike Behar;Gaspar Gloves;adidas,Men;Men;Men,Sleep & Lounge;Accessories;Active,1
M,United States,Tamiami,42.0,Company 81;Allegra K,Men;Men,Active;Pants,0
F,France,Villeneuve-sur-Lot,37.0,Rory Beca,Women,Blazers & Jackets,0
M,United States,Margate,39.0,LRG;ExOfficio;Carhartt,Men;Men;Men,Shorts;Active;Shorts,0
F,China,Guangzhou,29.0,Patty;Frederick's of Hollywood,Women;Women,Tops & Tees;Intimates,0
M,China,Fuzhou,34.0,O'Neill,Men,Shorts,0
M,China,Nanjing,17.0,Football Fanatics;The Little Alpaca's House;DKNY,Men;Men;Men,Fashion Hoodies & Sweatshirts;Sweaters;Sweaters,0
M,United States,Woodside,25.0,Y&G;Darn Tough;Mavi;Orvis;Metal Mulisha;LRG;Original Penguin,Men;Men;Men;Men;Men;Men;Men,Suits & Sport Coats;Socks;Jeans;Suits & Sport Coats;Fashion Hoodies & Sweatshirts;Fashion Hoodies & Sweatshirts;Accessories,0
F,Japan,Tokyo,56.0,Jessica Howard,Women,Dresses,0
M,South Korea,Asan City,53.0,O'Neill,Men,Shorts,0
F,Germany,Ergolding,14.0,Thorlo;Roxy;Motherhood Maternity;Disney;Funfash,Women;Women;Women;Women;Women,Plus;Shorts;Maternity;Sleep & Lounge;Tops & Tees,0
F,Brasil,Sertânia,40.0,2b by bebe,Women,Pants & Capris,0
M,South Korea,Seoul,22.0,Volcom;Oak Hill;Powerhouse Gym;Lucky Brand;Woolrich,Men;Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Pants;Tops & Tees;Shorts;Shorts,0
F,China,Changzhou,67.0,Outerwears,Women,Outerwear & Coats,0
M,Brasil,Brasília,29.0,SmartWool;Silver Jeans,Men;Men,Socks;Jeans,0
M,South Korea,Uijeongbuxi,12.0,DC,Men,Fashion Hoodies & Sweatshirts,0
F,Germany,Freiburg im Breisgau,70.0,O'Neill,Women,Swim,0
M,Brasil,São Pedro da Aldeia,19.0,Perry Ellis;Canterbury of New Zealand;Levi's,Men;Men;Men,Suits & Sport Coats;Shorts;Jeans,0
F,China,Tianjin,38.0,White Orchid;True Religion,Women;Women,Sleep & Lounge;Shorts,0
M,United States,Ruston,65.0,HUGO BOSS;Indera;Calvin Klein,Men;Men;Men,Underwear;Underwear;Sweaters,0
M,China,Beijing,18.0,Lucky Brand,Men,Tops & Tees,0
F,South Korea,Daegu Metropolitan City,27.0,Eliana;Three Dots;High Style,Women;Women;Women,Swim;Skirts;Leggings,0
F,China,Tianjin,57.0,Allegra K;Allegra K;Three Dots;Ames,Women;Women;Women;Women,Pants & Capris;Outerwear & Coats;Plus;Intimates,0
F,France,La Rochefoucauld-en-Angoumois,41.0,Columbia,Women,Tops & Tees,0
F,China,Heze,62.0,Calvin Klein Performance;Lucky Brand;SK Hat shop;Spanx;Comfort Choice,Women;Women;Women;Women;Women,Active;Fashion Hoodies & Sweatshirts;Accessories;Intimates;Intimates,0
F,China,Langfang,44.0,Oakley,Women,Accessories,0
F,United States,Lake Morton-Berrydale,56.0,Sexy You Can Do;Carol Wright Gifts,Women;Women,Intimates;Sleep & Lounge,0
M,South Korea,Goyang City,42.0,Helly Hansen;180s;Football Fanatics;Liberty,Men;Men;Men;Men,Outerwear & Coats;Accessories;Fashion Hoodies & Sweatshirts;Jeans,0
M,United States,Ventura,51.0,Pendleton;American Essentials;Concitor,Men;Men;Men,Tops & Tees;Sleep & Lounge;Pants,0
M,Brasil,null,61.0,Sock It To Me,Men,Socks,0
F,Spain,Parla,49.0,Jessica Howard;adidas;Body Wrap,Women;Women;Women,Suits;Active;Intimates,0
M,United States,Westlake,65.0,Nautica;Tommy Hilfiger;Wrangler;Gregg Homme;True Religion;Hurley,Men;Men;Men;Men;Men;Men,Sleep & Lounge;Tops & Tees;Shorts;Swim;Jeans;Swim,0
M,France,Vénissieux,16.0,Vince Camuto;Dockers;Diamond Plate,Men;Men;Men,Socks;Underwear;Outerwear & Coats,0
M,United States,Indiana,31.0,Paul Fredrick;Ralph Lauren;Bill Blass;Varsity,Men;Men;Men;Men,Suits & Sport Coats;Tops & Tees;Suits & Sport Coats;Sleep & Lounge,0
F,China,Rizhao,50.0,Comfort Choice,Women,Intimates,0
F,Brasil,Estreito,14.0,Tommy Hilfiger,Women,Sleep & Lounge,0
M,United States,Northbrook,66.0,Allegra K;Tilley;Ray-Ban;Speedo,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Socks;Accessories;Swim,0
M,China,NanNing,67.0,Tripp NYC;Wolverine;Polo Ralph Lauren;American Apparel,Men;Men;Men;Men,Pants;Active;Socks;Shorts,0
F,United Kingdom,Blackpool,53.0,Neon Buddha;SEX NIGHT,Women;Women,Sweaters;Intimates,1
F,Brasil,Manaus,34.0,Miraclesuit,Women,Swim,0
F,China,Shanghai,55.0,Anne Klein;Three Seasons Maternity,Women;Women,Outerwear & Coats;Maternity,0
F,Brasil,Araioses,27.0,LOTUSTRADERS,Women,Clothing Sets,0
M,China,Wenzhou,49.0,Fun Boxers;HUGO BOSS;Fratelli Orsini Everyday,Men;Men;Men,Sleep & Lounge;Sleep & Lounge;Accessories,0
M,Germany,Lörrach,61.0,Caribbean Joe,Men,Sweaters,0
F,France,Épieds-en-Beauce,30.0,Motherhood Maternity,Women,Maternity,1
M,Japan,Kobe City,43.0,O'Neill,Men,Shorts,0
F,China,Chongqing,31.0,Maui Jim,Women,Accessories,0
M,France,Paris,59.0,Bjorn Borg,Men,Underwear,0
M,Brasil,Vinhedo,69.0,Briefly Stated;Diesel;Wrangler,Men;Men;Men,Sleep & Lounge;Socks;Tops & Tees,0
M,China,Yueyang,39.0,Champion;Hanes;Savane;RVCA;FineBrandShop,Men;Men;Men;Men;Men,Underwear;Socks;Pants;Swim;Suits & Sport Coats,0
F,United States,West Goshen,66.0,ANS,Women,Blazers & Jackets,0
F,South Korea,Gyeongsan City,58.0,Fashion Forms,Women,Intimates,0
M,Japan,Kagoshima City,61.0,Lucky Brand,Men,Shorts,0
F,China,Chengdu,43.0,INC International Concepts,Women,Blazers & Jackets,0
M,Japan,Urayasu City,12.0,Joseph Abboud;Paul Malone;ExOfficio;Marc Ecko Cut & Sew;Tasso Elba;Calvin Klein Jeans,Men;Men;Men;Men;Men;Men,Suits & Sport Coats;Suits & Sport Coats;Active;Shorts;Sweaters;Tops & Tees,1
F,China,Dalian,52.0,Calvin Klein,Women,Dresses,0
M,United States,Pottstown,50.0,Lucky Brand;Joe's Jeans;Harbor Bay,Men;Men;Men,Jeans;Jeans;Pants,1
F,Brasil,Paço do Lumiar,23.0,Jockey,Women,Intimates,0
F,Spain,La Puebla de Montalbán,25.0,Cashmere Boutique,Women,Sweaters,0
F,United States,Chicago,55.0,Joie,Women,Leggings,0
F,China,Weinan,68.0,55DSL,Women,Pants & Capris,0
M,United States,Van Buren Charter Township,49.0,UltraClub,Men,Sweaters,0
M,France,Aubervilliers,60.0,BDI;ZOO YORK;Y&G;Intimo,Men;Men;Men;Men,Active;Jeans;Suits & Sport Coats;Sleep & Lounge,0
M,Brasil,São João Batista,13.0,ARROW,Men,Sweaters,0
